lsoa11cd,gamb_dist,pubs_dist,off_dist
E01000001,0.390222222,0.180666667,0.380888889
E01000002,0.416779661,0.220508475,0.679830508
E01000003,0.397647059,0.191764706,0.421764706
E01000005,0.280384615,0.228076923,0.617051282
E01000006,0.599285714,0.611428571,0.647857143
E01000007,0.376578947,0.620789474,0.733947368
E01000008,0.83047619,1.142380952,1.297619048
E01000009,0.239259259,0.268888889,0.341111111
E01000010,0.205394737,0.588684211,1.041578947
E01000011,0.325,0.5725,0.668333333
E01000012,0.493636364,0.930454545,1.022272727
E01000013,0.388695652,0.388695652,1.659565217
E01000014,0.676363636,0.695909091,1.997272727
E01000015,0.891212121,0.78030303,1.191515152
E01000016,0.406,0.894,1.472
E01000017,0.519047619,1.035714286,1.288571429
E01000018,0.772,0.7815,1.5925
E01000019,0.607647059,1.542941176,0.877058824
E01000020,0.381111111,1.54037037,1.095555556
E01000021,0.511428571,1.735714286,1.736190476
E01000022,0.48,1.984736842,1.589473684
E01000023,0.594054054,1.612972973,2.288918919
E01000024,0.453529412,2.191176471,1.704117647
E01000025,0.535,2.252916667,2.015416667
E01000027,1.751428571,1.151142857,2.996857143
E01000028,2.613478261,2.285217391,3.989565217
E01000029,1.3456,1.2928,1.8768
E01000030,1.804642857,1.647142857,2.497142857
E01000031,0.645862069,0.535517241,1.145172414
E01000032,0.508648649,0.365405405,0.761891892
E01000033,0.706875,0.55,1.62
E01000034,0.838846154,0.531153846,1.881153846
E01000035,0.390322581,0.346774194,0.874516129
E01000036,0.588823529,0.284705882,0.522352941
E01000037,0.822352941,0.922941176,2.549411765
E01000038,0.521923077,0.611538462,2.181153846
E01000039,1.230952381,1.284761905,2.776666667
E01000040,0.7672,1.6364,1.456
E01000041,0.700526316,2.516315789,3.142105263
E01000042,0.724285714,1.66,2.116857143
E01000043,0.963809524,1.878571429,1.684761905
E01000044,0.83,1.6855,1.336
E01000045,0.390689655,2.450344828,2.726896552
E01000046,0.808181818,2.294090909,3.165909091
E01000048,0.590384615,1.024615385,0.755
E01000049,0.806296296,1.204074074,1.085925926
E01000050,0.2804,0.9624,0.5276
E01000051,0.306153846,0.633076923,0.792307692
E01000052,0.721666667,1.576333333,0.915666667
E01000053,0.446666667,0.400952381,0.421428571
E01000054,0.526315789,1.308947368,1.549473684
E01000055,0.592272727,1.921363636,2.401363636
E01000056,0.809047619,0.883333333,0.87047619
E01000057,0.342666667,1.802666667,2.633333333
E01000058,0.572105263,1.07,2.044210526
E01000059,0.610555556,0.712777778,1.109444444
E01000060,0.707027027,0.868918919,1.008378378
E01000061,0.914166667,0.607083333,1.048333333
E01000062,0.602068966,1.096206897,1.509655172
E01000063,0.4045,0.9055,0.4565
E01000064,0.735,0.842,1.472333333
E01000065,0.420882353,1.288823529,0.604705882
E01000066,1.0944,1.3584,2.3632
E01000067,0.666315789,0.811052632,1.815263158
E01000068,0.7535,0.7815,0.99
E01000069,0.418181818,0.84,1.845454545
E01000070,0.341333333,0.388333333,1.171666667
E01000071,0.449393939,1.052121212,2.055757576
E01000072,0.324074074,2.906666667,2.648888889
E01000073,0.609,2.5845,2.3455
E01000074,0.846111111,2.664444444,2.022777778
E01000075,0.635,2.126666667,2.287083333
E01000076,0.617142857,2.837619048,2.562857143
E01000077,0.487826087,2.093913043,1.382608696
E01000078,0.358,1.772,0.9565
E01000079,0.862173913,0.934347826,1.695652174
E01000080,0.624782609,1.730869565,1.423043478
E01000081,0.789444444,1.555,0.992222222
E01000082,0.3635,1.4515,0.3985
E01000083,0.287142857,1.604761905,1.24952381
E01000084,0.301875,0.415,1.269375
E01000085,0.250526316,0.31,1.151052632
E01000086,0.454117647,0.497058824,0.817647059
E01000087,0.81952381,0.531904762,0.992857143
E01000088,0.684782609,0.675652174,1.189565217
E01000089,1.497857143,1.04,1.811428571
E01000090,1.921,1.128,1.9265
E01000091,0.743076923,1.562307692,2.527692308
E01000092,1.846136364,2.323863636,2.399090909
E01000093,0.635416667,2.18875,1.915416667
E01000094,1.469189189,1.35972973,3.49
E01000095,1.96675,1.53225,2.5635
E01000096,0.856538462,1.902307692,2.916153846
E01000097,0.6335,0.873,0.819
E01000098,0.348076923,1.073461538,0.695769231
E01000099,0.71725,0.85725,1.1305
E01000100,0.365263158,0.405263158,0.968421053
E01000101,0.286818182,0.516363636,0.676363636
E01000102,0.322857143,1.113809524,1.048571429
E01000103,1.205925926,1.354074074,1.035925926
E01000104,0.8996,1.0732,0.7604
E01000105,0.440526316,0.575,1.423947368
E01000106,0.947777778,1.094722222,1.153611111
E01000107,0.928888889,1.076111111,0.781666667
E01000108,0.422,0.6116,0.3292
E01000109,0.5154,0.515971429,0.856171429
E01000110,0.559130435,0.490434783,1.339130435
E01000111,0.788076923,0.720769231,0.766538462
E01000112,0.310625,0.275625,0.8490625
E01000113,0.2612,0.3732,0.3472
E01000114,0.742121212,0.680606061,0.358484848
E01000115,0.906111111,0.786111111,2.329722222
E01000116,0.836333333,0.555,1.799666667
E01000117,0.7221875,0.7221875,1.340625
E01000118,0.744137931,0.692413793,1.641724138
E01000119,0.714,0.598666667,2.67
E01000120,0.5975,0.339166667,2.423333333
E01000121,1.264285714,1.155,2.102857143
E01000122,1.165172414,0.945862069,2.300344828
E01000123,1.230740741,1.13537037,2.306111111
E01000124,0.785555556,0.743611111,1.808888889
E01000125,0.652352941,0.65627451,0.40745098
E01000126,1.402413793,0.820689655,1.385517241
E01000127,0.473043478,0.969565217,0.473043478
E01000128,0.583571429,0.775714286,0.621071429
E01000129,0.252,0.414666667,0.299555556
E01000130,1.0404,0.9532,0.9844
E01000131,0.78,0.841724138,1.055862069
E01000132,0.35875,1.1728125,0.35875
E01000133,0.77483871,0.942903226,0.77483871
E01000134,0.76826087,0.982391304,0.737826087
E01000135,0.622941176,0.894411765,1.838823529
E01000136,0.567021277,0.711276596,1.78212766
E01000137,0.401153846,1.247307692,1.469615385
E01000138,0.882608696,1.230434783,1.090434783
E01000139,0.599767442,1.188604651,1.032790698
E01000140,0.24195122,1.213414634,1.36097561
E01000141,0.23,0.241041667,0.332708333
E01000142,0.765277778,0.812222222,0.630555556
E01000143,0.624827586,0.67862069,0.49862069
E01000144,0.412391304,0.491304348,1.431086957
E01000145,0.575151515,0.873939394,1.816969697
E01000146,0.193333333,0.36547619,1.781666667
E01000147,0.477272727,0.477272727,0.386666667
E01000148,0.83375,0.52875,0.919285714
E01000150,0.648888889,0.598055556,0.846944444
E01000151,2.103902439,0.755609756,1.29
E01000152,1.464,1.147777778,0.644666667
E01000153,1.597058824,0.970294118,0.965588235
E01000154,2.02509434,0.52509434,1.359056604
E01000155,1.43578125,0.68953125,1.4628125
E01000156,0.358666667,0.342,1.547333333
E01000157,0.592758621,0.592758621,1.774827586
E01000158,0.981724138,1.035172414,1.25137931
E01000159,0.885526316,0.834210526,1.381578947
E01000160,1.185882353,1.240294118,1.31
E01000161,0.623333333,0.798666667,0.629777778
E01000162,0.334516129,0.419032258,0.328709677
E01000163,1.069666667,1.104,1.666333333
E01000164,0.7765625,0.7815625,1.4103125
E01000165,1.00047619,1.172142857,1.006904762
E01000166,1.022162162,1.634864865,1.838648649
E01000167,1.054642857,0.977857143,1.223928571
E01000168,0.663846154,1.306153846,1.411923077
E01000169,0.803142857,0.712571429,0.723428571
E01000170,0.633333333,0.607692308,0.427948718
E01000171,0.404666667,0.385333333,0.416444444
E01000172,0.995769231,1.113076923,1.323076923
E01000173,0.5088,0.5088,0.5476
E01000174,0.333448276,0.333448276,0.367586207
E01000175,0.535517241,0.535517241,0.572758621
E01000176,1.52,0.87137931,1.513103448
E01000177,0.771470588,0.394411765,0.795
E01000178,0.5240625,0.503125,0.533125
E01000179,1.286666667,0.604583333,1.306666667
E01000180,0.641785714,0.265357143,0.667142857
E01000181,0.18962963,0.162962963,0.224074074
E01000182,0.6190625,0.3865625,0.6321875
E01000183,1.313448276,0.533103448,1.343793103
E01000184,1.441538462,1.275384615,1.458846154
E01000185,0.88,0.526388889,0.900277778
E01000186,0.832142857,1.681071429,1.789285714
E01000187,0.435833333,2.265277778,2.265277778
E01000188,1.565675676,2.538108108,2.412162162
E01000189,1.561666667,1.495833333,1.495833333
E01000190,0.981764706,1.015882353,1.015882353
E01000191,0.915625,1.5321875,1.6203125
E01000192,0.309615385,0.963269231,1.032115385
E01000193,0.409636364,0.480909091,0.480909091
E01000194,0.455263158,0.521842105,0.657894737
E01000195,1.401290323,3.13483871,3.252258065
E01000196,0.699655172,0.242931034,0.605172414
E01000197,0.922,0.750666667,1.176333333
E01000198,1.204782609,1.379347826,1.11326087
E01000199,1.03952381,0.905238095,1.182619048
E01000200,1.112931034,0.616034483,0.672241379
E01000201,1.145714286,1.021428571,0.769714286
E01000202,1.206969697,0.565151515,0.495151515
E01000203,1.431315789,1.005789474,1.015789474
E01000204,0.629767442,0.466976744,1.249069767
E01000205,1.543023256,0.73,1.383488372
E01000206,1.710153846,0.769076923,1.893384615
E01000207,1.744117647,0.551323529,1.869117647
E01000208,1.066585366,0.566097561,1.088780488
E01000209,0.796792453,0.674716981,0.821886792
E01000210,1.768965517,0.466206897,1.748965517
E01000211,0.527580645,0.546290323,0.46983871
E01000212,0.951666667,0.609375,1.213333333
E01000213,1.954878049,0.927073171,2.226585366
E01000214,0.685454545,0.516363636,1.746060606
E01000215,0.3625,1.149,1.22625
E01000216,0.72025641,0.328717949,0.918461538
E01000217,0.494,0.495142857,0.520285714
E01000218,0.330714286,1.071785714,1.547142857
E01000219,0.532222222,1.496666667,1.868055556
E01000220,0.451333333,1.201,1.772
E01000221,1.533225806,2.003225806,2.224193548
E01000222,1.48,1.705555556,1.791666667
E01000223,1.222307692,1.221538462,1.184230769
E01000224,1.2764,1.3648,1.2812
E01000225,0.722222222,1.007407407,0.683333333
E01000226,0.659189189,0.989189189,0.648108108
E01000227,0.57525,0.57075,1.331
E01000228,1.25047619,1.430952381,2.030714286
E01000229,0.724761905,1.748095238,2.261904762
E01000230,0.44804878,1.560243902,1.96195122
E01000231,0.8565625,1.2753125,1.641875
E01000232,0.536666667,0.513541667,1.747916667
E01000233,0.33925,0.332,1.42675
E01000234,0.442978723,0.393617021,1.09787234
E01000235,0.362432432,0.839459459,0.455945946
E01000236,0.740285714,1.324857143,0.626
E01000237,0.3874,0.5796,0.7096
E01000238,0.7021875,1.15875,0.5746875
E01000239,1.37,1.068529412,1.662352941
E01000240,1.603529412,1.497647059,1.796764706
E01000241,0.714848485,0.803333333,0.779393939
E01000242,0.759714286,0.982857143,0.671428571
E01000243,0.270625,0.491041667,0.27125
E01000244,0.485714286,0.292571429,0.748285714
E01000245,0.300212766,0.693829787,0.424893617
E01000246,1.150638298,1.164255319,0.970212766
E01000247,0.962333333,0.962333333,0.616333333
E01000248,0.54875,0.24625,2.66675
E01000249,1.096052632,0.434473684,3.168421053
E01000250,0.437792208,0.371038961,2.223246753
E01000251,0.424655172,0.445517241,0.337586207
E01000252,0.860909091,0.919454545,0.638
E01000253,2.248732394,0.900985915,3.698732394
E01000254,0.932244898,0.723469388,2.957755102
E01000255,1.837346939,1.277142857,2.355714286
E01000256,1.656,1.550666667,1.761777778
E01000257,0.45826087,0.685,2.546521739
E01000258,0.640666667,0.631666667,0.676666667
E01000259,0.89625,1.040714286,2.803571429
E01000260,2.050888889,1.862444444,2.146
E01000261,1.382711864,0.631694915,1.458813559
E01000262,1.260128205,1.473461538,2.939871795
E01000263,0.830606061,1.022424242,1.088787879
E01000264,0.3696,0.5586,0.755
E01000265,0.458461538,0.402820513,1.837692308
E01000266,0.670294118,0.725588235,1.430588235
E01000267,1.135555556,1.161111111,1.111481481
E01000268,0.381403509,0.436140351,0.636491228
E01000269,0.632758621,0.736896552,1.294827586
E01000270,0.65525,0.661,0.9745
E01000271,0.908809524,0.998095238,0.884761905
E01000272,0.909428571,1.011142857,1.112285714
E01000273,0.435116279,0.520465116,0.791860465
E01000274,0.328863636,0.347045455,1.622045455
E01000275,1.237142857,1.206571429,1.714285714
E01000276,1.8076,1.5912,1.906
E01000277,0.601372549,0.71745098,1.58627451
E01000278,1.52137931,1.407931034,1.492758621
E01000279,2.139333333,0.912833333,2.555166667
E01000280,0.989411765,0.811764706,1.197058824
E01000281,0.565,0.391041667,0.833333333
E01000282,0.676944444,0.683888889,0.755555556
E01000283,1.470666667,1.331666667,1.790666667
E01000284,0.751730769,0.539038462,1.326923077
E01000285,1.607241379,1.163103448,2.864827586
E01000286,1.763823529,0.651176471,3.713823529
E01000287,1.752121212,1.165151515,3.128484848
E01000288,0.826296296,0.888518519,1.59037037
E01000289,1.067083333,1.12125,1.842083333
E01000290,2.363829787,1.156595745,3.632340426
E01000291,1.340869565,1.218695652,2.295652174
E01000292,0.685116279,0.509534884,2.409767442
E01000293,0.511612903,0.511612903,1.879032258
E01000294,0.967142857,0.423714286,2.819714286
E01000295,0.301333333,0.361333333,0.997666667
E01000296,0.378297872,0.431276596,0.969361702
E01000297,0.9344,0.918,1.4688
E01000298,0.327708333,0.337291667,0.584791667
E01000299,0.277333333,0.288,1.050666667
E01000300,0.704642857,0.673214286,1.053928571
E01000301,1.000666667,0.866,0.911
E01000302,0.681956522,0.435652174,0.487391304
E01000303,1.052666667,1.106333333,1.167666667
E01000304,0.78,0.8504,1.5468
E01000305,0.94175,0.47425,2.04075
E01000306,0.678636364,0.435,1.886818182
E01000307,1.267272727,0.852121212,2.199090909
E01000308,0.801481481,0.549259259,1.501851852
E01000309,0.79,0.769767442,1.471162791
E01000310,0.995434783,0.820869565,1.652608696
E01000311,0.81969697,1.250606061,0.915151515
E01000312,0.836842105,0.559473684,1.096842105
E01000313,0.396585366,0.346341463,1.587073171
E01000314,0.290408163,0.267959184,1.250408163
E01000315,0.752857143,0.513571429,0.697380952
E01000316,1.25,1.17875,0.958125
E01000317,0.71275,0.54925,0.34775
E01000318,0.7572,0.7592,0.9112
E01000319,1,1.001111111,0.886666667
E01000320,0.560714286,0.465,1.555238095
E01000321,0.380681818,0.338409091,1.393181818
E01000322,0.52,0.481282051,1.219230769
E01000323,0.269795918,0.316122449,1.125918367
E01000324,0.607692308,0.463076923,0.540769231
E01000325,1.4875,0.7425,1.638571429
E01000326,1.983684211,1.185263158,1.96
E01000327,1.007058824,0.378823529,1.622058824
E01000328,1.2756,0.8088,1.254
E01000329,0.937142857,0.347142857,1.761785714
E01000330,0.68875,0.3071875,1.7603125
E01000331,1.256818182,0.804545455,1.321363636
E01000332,0.591153846,0.558846154,0.692307692
E01000333,0.432888889,0.245333333,1.358222222
E01000334,0.871724138,0.31,1.491034483
E01000335,1.494102564,1.510512821,1.593589744
E01000336,0.533846154,0.568205128,0.574358974
E01000337,0.842962963,0.64037037,1.107407407
E01000338,0.630606061,0.335757576,0.567575758
E01000339,0.495217391,0.88,2.063913043
E01000340,0.350454545,0.464090909,0.949545455
E01000341,0.611111111,0.473703704,0.71037037
E01000342,0.721875,0.96375,1.149375
E01000343,0.38173913,0.502173913,0.510434783
E01000344,0.3225,1.086,1.747
E01000345,0.749375,0.939375,1.48875
E01000346,0.5325,0.966666667,1.086666667
E01000347,0.344545455,0.645454545,0.645454545
E01000348,0.6945,0.5115,1.899
E01000349,1.0084375,0.4190625,1.651875
E01000350,0.46,0.988636364,1.002272727
E01000351,0.903636364,0.98,1.918636364
E01000352,0.471290323,0.603548387,1.149354839
E01000353,0.472,0.484,1.57
E01000354,0.7192,0.8172,0.952
E01000355,0.570952381,0.492380952,1.784761905
E01000356,0.348125,0.5259375,0.3603125
E01000357,0.858235294,0.61,0.875294118
E01000358,0.398076923,0.523461538,0.842692308
E01000359,0.984545455,0.965,1.327272727
E01000360,0.583207547,0.264716981,0.429245283
E01000361,1.058,0.7284,0.8912
E01000362,0.794032258,0.347419355,1.281935484
E01000363,1.272258065,0.846451613,1.02
E01000364,1.468857143,1.024571429,1.572857143
E01000365,0.566666667,0.497272727,1.306969697
E01000366,0.4525,0.349375,0.491875
E01000367,1.326,0.731428571,1.640571429
E01000368,1.686818182,0.810909091,2.116363636
E01000369,0.804444444,0.711111111,0.932962963
E01000370,0.823030303,0.392424242,0.974848485
E01000371,1.87,1.196842105,1.981578947
E01000372,1.043548387,1.011290323,0.826451613
E01000373,0.953636364,0.951818182,2.201818182
E01000374,2.261785714,1.495,2.363571429
E01000375,1.276410256,0.790512821,0.819230769
E01000376,1.081481481,0.85,1.382962963
E01000377,0.855416667,0.441666667,0.721666667
E01000378,0.877605634,0.720422535,0.64056338
E01000379,1.3264,1.1916,0.6336
E01000380,1.908529412,1.314117647,1.724705882
E01000381,2.5075,2.8815625,2.774375
E01000382,1.454285714,1.307619048,1.565238095
E01000383,1.776451613,2.93483871,2.883225806
E01000384,0.712592593,0.85037037,0.85037037
E01000385,0.676666667,1.942222222,1.942222222
E01000386,0.458333333,1.534444444,1.534444444
E01000387,1.908,1.8675,2.1805
E01000388,0.660322581,0.540967742,1.5
E01000389,1.015806452,0.364193548,1.022903226
E01000390,0.970740741,0.782222222,1.747037037
E01000391,0.763529412,0.875882353,0.940588235
E01000392,0.394411765,0.298235294,1.947647059
E01000393,0.894,0.4492,1.3996
E01000394,0.5103125,0.3853125,0.57375
E01000395,1.2125,0.355,2.801666667
E01000396,1.109375,0.79,2.68
E01000398,1.3755,1.1175,2.16
E01000399,0.9124,0.6452,2.4612
E01000400,0.709393939,0.577272727,2.316666667
E01000401,0.728333333,0.804333333,2.621666667
E01000402,0.905,0.958846154,1.094230769
E01000403,0.5344,0.7932,1.7482
E01000404,0.654333333,0.312333333,2.101333333
E01000405,1.794230769,0.919615385,2.251923077
E01000406,1.393076923,1.380769231,1.772692308
E01000407,0.878214286,0.971785714,0.827857143
E01000408,1.254242424,0.765454545,1.354242424
E01000409,0.765714286,0.816666667,1.099047619
E01000410,1.229545455,1.032272727,1.682272727
E01000411,0.973529412,1.066470588,1.115882353
E01000412,1.826818182,0.854545455,2.724090909
E01000413,0.758636364,0.616818182,0.954545455
E01000414,0.271025641,0.243589744,1.99974359
E01000415,0.75,0.644375,1.661875
E01000416,1.206315789,1.207368421,1.552631579
E01000417,1.150487805,0.981463415,1.551463415
E01000418,0.826153846,0.839230769,1.376538462
E01000419,1.595,1.304615385,1.970384615
E01000420,1.086923077,0.54,1.848076923
E01000421,1.127307692,0.785,1.843461538
E01000422,1.501666667,1.509444444,1.856666667
E01000423,1.123846154,1.021153846,1.96
E01000424,0.52125,0.53175,0.9795
E01000425,1.256956522,1.157391304,1.895652174
E01000426,1.212666667,0.767666667,1.494333333
E01000427,0.844285714,0.341428571,0.954
E01000428,0.5545,0.46,0.688833333
E01000429,0.7344,1.484,2.3476
E01000430,1.881515152,2.411818182,3.466969697
E01000431,0.872,1.0595,2.378
E01000432,2.27547619,1.609761905,3.02047619
E01000433,1.776333333,0.787,2.309333333
E01000434,2.332,1.8916,3.2172
E01000435,1.980625,1.035,2.240625
E01000436,0.3475,0.2965625,1.4290625
E01000437,1.047333333,0.894666667,1.308
E01000438,0.697727273,0.740909091,0.507727273
E01000439,0.322692308,0.392307692,0.282307692
E01000440,0.744210526,0.809473684,1.517894737
E01000441,0.679642857,0.5875,0.84
E01000442,0.891428571,0.56,1.67
E01000443,1.663333333,1.501428571,2.169047619
E01000444,1.601052632,1.367894737,1.478421053
E01000445,1.485277778,1.242777778,1.699166667
E01000446,1.395789474,1.100526316,2.182631579
E01000447,0.428043478,0.318478261,0.393695652
E01000448,0.834347826,0.623478261,1.023913043
E01000449,0.655952381,0.57952381,0.816666667
E01000450,1.673333333,1.494444444,1.657407407
E01000451,1.656086957,1.002608696,2.141304348
E01000452,1.475555556,0.501666667,1.768333333
E01000453,1.505,0.338333333,1.745416667
E01000454,1.19173913,0.723913043,2.555652174
E01000455,0.8475,0.793333333,1.806666667
E01000456,0.975454545,0.685909091,1.010454545
E01000457,0.452786885,0.350163934,0.520983607
E01000458,0.955,0.716785714,1.33
E01000459,0.603653846,0.488846154,0.514230769
E01000460,0.816296296,0.785185185,1.655925926
E01000461,1.160833333,1.09625,2.113333333
E01000462,0.364423077,0.2375,1.199230769
E01000463,0.744615385,0.638461538,2.156923077
E01000464,2.25375,2.26375,2.610625
E01000465,2.395,2.461363636,2.717272727
E01000466,2.232592593,2.237777778,2.515555556
E01000467,1.849,1.849,3.712
E01000468,2.475365854,2.475365854,3.717560976
E01000469,2.174285714,2.174285714,3.176666667
E01000470,2.017727273,2.028636364,2.396818182
E01000471,0.9675,0.723,1.2175
E01000472,0.393333333,0.36974359,0.811025641
E01000473,0.229428571,0.768571429,0.234285714
E01000474,0.6145,1.1465,0.7075
E01000475,0.6528,0.7308,0.8712
E01000476,0.46173913,1.192608696,0.690434783
E01000477,0.609714286,1.729428571,1.394571429
E01000478,0.413333333,0.708787879,0.474545455
E01000479,0.668421053,0.668684211,2.396052632
E01000480,0.666153846,0.669487179,2.23974359
E01000481,0.707333333,0.71,2.177666667
E01000482,0.4502,0.4584,2.0444
E01000483,0.519666667,0.52,2.563333333
E01000484,0.815,0.852222222,1.465555556
E01000485,0.746,0.801,1.356
E01000486,0.745,0.789642857,2.608928571
E01000487,0.496470588,0.535,2.208823529
E01000488,0.638333333,0.539583333,0.70625
E01000489,0.776,0.707333333,0.793666667
E01000490,0.671,0.400333333,0.438333333
E01000491,0.991538462,0.822307692,0.940512821
E01000492,0.811578947,0.737368421,0.884736842
E01000493,0.481666667,0.456944444,0.8625
E01000494,0.80627907,0.690697674,0.701627907
E01000495,0.899,0.654,0.615
E01000497,0.63952381,0.369047619,1.749047619
E01000498,0.8565,0.838,2.58
E01000499,0.448235294,0.427058824,2.371568627
E01000501,0.643571429,0.628214286,1.959642857
E01000502,0.966153846,0.921538462,1.722692308
E01000503,0.893333333,0.713030303,1.745454545
E01000504,0.681923077,0.763076923,0.76
E01000505,0.85,0.831363636,0.753181818
E01000506,0.558947368,0.546315789,0.767368421
E01000507,1.214827586,1.162413793,0.519310345
E01000508,0.343939394,0.357878788,1.242121212
E01000509,0.405555556,0.405555556,1.59
E01000510,0.337037037,0.303333333,1.211851852
E01000511,0.571333333,0.5,0.821
E01000512,1.129375,1.0496875,0.4071875
E01000513,0.394666667,0.385666667,1.219333333
E01000514,0.647419355,0.669677419,0.978064516
E01000515,0.37,0.308055556,0.965277778
E01000516,0.46030303,0.432727273,0.678181818
E01000517,0.5176,0.5944,0.7288
E01000518,0.609142857,0.536285714,1.492285714
E01000519,0.538611111,0.273888889,1.997222222
E01000520,0.676486486,0.59,1.125945946
E01000521,0.201891892,0.852162162,0.235405405
E01000522,0.391818182,0.835909091,0.764090909
E01000523,0.306842105,0.543421053,0.378947368
E01000524,0.260263158,0.438947368,0.369473684
E01000525,0.3525,0.464285714,0.658928571
E01000526,0.517407407,0.538148148,1.055555556
E01000527,0.445588235,0.639117647,0.798529412
E01000528,0.594642857,0.711428571,0.708571429
E01000530,0.332,0.425,0.887
E01000531,0.274583333,0.401666667,0.888333333
E01000532,0.5688,0.3444,0.8024
E01000533,0.333636364,0.448181818,0.271212121
E01000534,0.595416667,0.61,0.631666667
E01000535,0.4055,0.34775,0.50175
E01000536,0.452820513,0.463333333,2.692564103
E01000538,0.902068966,0.974827586,2.211724138
E01000539,0.672666667,0.732666667,1.734666667
E01000540,0.868333333,0.944,2.648666667
E01000541,0.363,0.346666667,1.878666667
E01000543,0.48,0.47,0.5964
E01000544,0.205555556,0.66,0.693333333
E01000545,0.18483871,0.156451613,0.252903226
E01000546,0.472352941,0.166764706,0.567647059
E01000547,0.473571429,0.296071429,0.601071429
E01000548,0.303170732,0.294634146,0.364878049
E01000549,0.4668,0.4664,0.4904
E01000550,0.3944,0.4684,0.5948
E01000551,0.503863636,0.528863636,0.698181818
E01000552,0.579090909,0.720909091,0.847272727
E01000553,0.294848485,0.385454545,0.615151515
E01000554,0.638823529,0.811764706,1.037352941
E01000555,0.875897436,0.934358974,0.94025641
E01000556,0.234482759,0.252758621,0.276896552
E01000557,0.402758621,0.437241379,0.527931034
E01000558,0.680416667,0.490416667,0.769166667
E01000559,0.456190476,0.547619048,0.547619048
E01000560,0.572962963,0.648148148,0.657777778
E01000561,0.698928571,0.503214286,0.436428571
E01000562,0.937083333,0.841666667,2.724166667
E01000563,0.654516129,1.270322581,3.141290323
E01000564,0.338275862,1.27862069,3.005172414
E01000565,0.335,0.950769231,2.829615385
E01000566,0.8296,1.7756,3.5476
E01000567,0.748,0.5004,2.484
E01000568,1.01,1.11,3.528846154
E01000569,1.242173913,1.955217391,3.855652174
E01000570,0.7544,0.9256,1.754
E01000571,0.873076923,0.479615385,1.725384615
E01000572,1.187142857,1.298571429,2.981904762
E01000573,0.433333333,0.512857143,2.569047619
E01000574,0.878333333,0.955555556,3.124444444
E01000575,0.346296296,0.351111111,2.482592593
E01000576,0.700869565,0.381304348,2.005652174
E01000577,0.663888889,0.859166667,2.659722222
E01000578,0.606585366,0.394878049,1.712195122
E01000579,0.697419355,0.264193548,0.291612903
E01000580,0.473125,0.362083333,0.510208333
E01000581,0.4412,0.3124,0.4412
E01000582,0.489310345,0.45137931,0.479655172
E01000583,0.247297297,0.225945946,0.283243243
E01000584,0.233333333,0.196666667,0.527619048
E01000585,0.395769231,0.370769231,0.480384615
E01000586,0.292181818,0.157636364,0.263090909
E01000587,0.6024,0.81,1.0152
E01000588,0.796571429,0.743142857,1.066
E01000589,0.71,0.898888889,0.844814815
E01000590,1.062162162,1.075945946,1.387837838
E01000591,0.367142857,0.561785714,0.405
E01000592,0.306153846,0.360769231,0.496153846
E01000593,0.678076923,0.763461538,1.045384615
E01000594,0.347241379,0.806896552,1.390344828
E01000595,0.81,1.283636364,0.81
E01000596,1.377575758,1.857272727,1.503030303
E01000599,0.7675,0.909166667,0.7675
E01000600,1.271743119,1.137889908,1.826055046
E01000601,2.256428571,2.065,2.286428571
E01000602,2.526818182,2.030454545,3.377272727
E01000603,1.685714286,1.898095238,1.679047619
E01000604,3.3784,2.5604,3.618
E01000605,0.772258065,1.772903226,1.37516129
E01000606,0.722380952,0.41047619,2.187619048
E01000607,0.526666667,0.594333333,1.681333333
E01000608,0.33212766,0.440212766,2.074468085
E01000609,0.761,0.592333333,2.265666667
E01000610,0.568913043,0.625434783,1.103478261
E01000611,0.410714286,0.622857143,1.654285714
E01000612,0.696,0.806,1.14
E01000613,0.340740741,1.187037037,2.308148148
E01000615,1.059545455,1.113181818,1.565681818
E01000616,0.508214286,0.373928571,0.796785714
E01000617,0.419259259,0.541111111,0.474814815
E01000618,0.576129032,1.09516129,1.113870968
E01000619,0.9136,1.4036,1.2852
E01000620,0.317826087,0.834347826,0.933478261
E01000621,0.59625,1.304583333,1.414166667
E01000622,0.668947368,0.546842105,2.259473684
E01000623,0.323571429,0.313571429,2.640357143
E01000624,0.617333333,0.592888889,2.786666667
E01000625,0.416774194,0.416774194,2.606774194
E01000626,0.547272727,0.479090909,2.051818182
E01000627,0.828611111,0.424166667,1.971111111
E01000628,0.731666667,0.583333333,1.407666667
E01000629,0.365,0.381153846,2.261923077
E01000630,0.394,0.47925,0.48475
E01000631,0.53,0.639,0.614
E01000632,0.365416667,0.875,0.37125
E01000633,0.278055556,0.398055556,0.318611111
E01000634,0.472857143,0.479142857,0.652285714
E01000635,0.234313725,0.324313725,0.744901961
E01000636,0.263703704,0.239259259,0.451111111
E01000637,0.445217391,0.37826087,0.50826087
E01000638,0.272258065,0.194516129,0.867096774
E01000639,0.316666667,0.321666667,0.334285714
E01000640,0.27775,0.26775,0.6725
E01000641,0.416521739,0.395652174,0.705652174
E01000642,0.205217391,0.191521739,0.195434783
E01000643,0.790833333,0.753888889,0.882222222
E01000644,0.420606061,0.325757576,0.487272727
E01000645,2.190392157,1.010980392,1.010980392
E01000646,1.197941176,0.450294118,0.477941176
