X,Y,Crime_type,Month
525148.980361566,183986.009204753,Theft from the person,2019-05
525189.999712174,184008.050949058,Theft from the person,2019-05
525148.980361566,183986.009204753,Theft from the person,2019-05
525189.999712174,184008.050949058,Theft from the person,2019-05
529540.965641236,184592.015842818,Theft from the person,2019-05
529499.965374345,184599.983120548,Theft from the person,2019-05
529305.979021894,184468.961954145,Theft from the person,2019-05
529300.98502313,184171.949601381,Theft from the person,2019-05
529275.981362329,184211.038482386,Theft from the person,2019-05
529702.965680274,184891.035877706,Theft from the person,2019-05
529862.982053127,184757.032733397,Theft from the person,2019-05
529547.979771072,184869.05101505,Theft from the person,2019-05
526587.976411261,184376.979866844,Theft from the person,2019-05
528524.024691714,184224.995530569,Theft from the person,2019-05
528524.024691714,184224.995530569,Theft from the person,2019-05
528145.97683722,183723.046450307,Theft from the person,2019-05
528649.978254319,184123.030169149,Theft from the person,2019-05
528690.019430846,183766.961337502,Theft from the person,2019-05
528649.978254319,184123.030169149,Theft from the person,2019-05
528649.978254319,184123.030169149,Theft from the person,2019-05
528649.978254319,184123.030169149,Theft from the person,2019-05
528649.978254319,184123.030169149,Theft from the person,2019-05
528950.991760225,184395.948560859,Theft from the person,2019-05
528988.991491626,183836.97325467,Theft from the person,2019-05
528996.00763707,183792.974958451,Theft from the person,2019-05
529349.988209481,183997.047495445,Theft from the person,2019-05
529514.971451385,183434.96793014,Theft from the person,2019-05
529427.014292295,183771.005251029,Theft from the person,2019-05
529514.971451385,183434.96793014,Theft from the person,2019-05
529192.975460077,183559.963252773,Theft from the person,2019-05
529406.962586476,183681.028052422,Theft from the person,2019-05
529192.975460077,183559.963252773,Theft from the person,2019-05
525411.979323713,183692.952370365,Theft from the person,2019-05
525552.017101052,183557.989580991,Theft from the person,2019-05
525709.017964192,183309.951913018,Theft from the person,2019-05
525292.008880776,183867.025483093,Theft from the person,2019-05
528953.017187961,183890.028295427,Theft from the person,2019-05
528789.006665158,184041.985400692,Theft from the person,2019-05
528958.009166576,183769.97712331,Theft from the person,2019-05
528678.023060459,184138.985659973,Theft from the person,2019-05
528678.023060459,184138.985659973,Theft from the person,2019-05
528789.006665158,184041.985400692,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528953.017187961,183890.028295427,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528789.006665158,184041.985400692,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528678.023060459,184138.985659973,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528882.974826501,183942.997597161,Theft from the person,2019-05
528781.976706633,182575.973255231,Theft from the person,2019-05
529247.015923983,182327.955517745,Theft from the person,2019-05
529056.001181864,183685.003911138,Theft from the person,2019-05
529185.987238855,183420.02277349,Theft from the person,2019-05
529185.987238855,183420.02277349,Theft from the person,2019-05
529088.986523763,183563.995192104,Theft from the person,2019-05
529127.979580039,183476.967304293,Theft from the person,2019-05
529127.979580039,183476.967304293,Theft from the person,2019-05
529280.007949694,183406.948103617,Theft from the person,2019-05
529185.987238855,183420.02277349,Theft from the person,2019-05
529243.00434409,183432.044804629,Theft from the person,2019-05
530252.028076184,182930.039149411,Theft from the person,2019-05
530252.028076184,182930.039149411,Theft from the person,2019-05
529900.97428992,183280.026676533,Theft from the person,2019-05
530252.028076184,182930.039149411,Theft from the person,2019-05
530252.028076184,182930.039149411,Theft from the person,2019-05
530252.028076184,182930.039149411,Theft from the person,2019-05
530192.005609316,182961.994527883,Theft from the person,2019-05
530192.005609316,182961.994527883,Theft from the person,2019-05
530252.028076184,182930.039149411,Theft from the person,2019-05
530192.005609316,182961.994527883,Theft from the person,2019-05
529387.023664961,182990.051253838,Theft from the person,2019-05
529661.967244745,183054.036546664,Theft from the person,2019-05
530078.009424712,182797.944953106,Theft from the person,2019-05
529997.991879762,183047.047735585,Theft from the person,2019-05
530078.009424712,182797.944953106,Theft from the person,2019-05
529708.989434865,182683.017758807,Theft from the person,2019-05
530078.009424712,182797.944953106,Theft from the person,2019-05
530078.009424712,182797.944953106,Theft from the person,2019-05
529587.030976902,182734.986576761,Theft from the person,2019-05
529587.030976902,182734.986576761,Theft from the person,2019-05
529261.991116442,182535.97735738,Theft from the person,2019-05
529445.999664257,182476.011799465,Theft from the person,2019-05
529587.030976902,182734.986576761,Theft from the person,2019-05
529349.027755755,182577.028264189,Theft from the person,2019-05
529445.999664257,182476.011799465,Theft from the person,2019-05
529037.01715226,182705.961757328,Theft from the person,2019-05
530722.02757122,182448.043204455,Theft from the person,2019-05
530842.990442811,182642.999672034,Theft from the person,2019-05
530435.996390086,182977.045723618,Theft from the person,2019-05
530355.025208384,182967.956409713,Theft from the person,2019-05
530355.025208384,182967.956409713,Theft from the person,2019-05
530435.996390086,182977.045723618,Theft from the person,2019-05
530595.028073206,182932.949455085,Theft from the person,2019-05
530355.025208384,182967.956409713,Theft from the person,2019-05
530312.000154626,182891.962925995,Theft from the person,2019-05
530272.001188394,182863.006330748,Theft from the person,2019-05
530381.974550958,182877.957406164,Theft from the person,2019-05
530562.024857795,182802.017950167,Theft from the person,2019-05
530272.001188394,182863.006330748,Theft from the person,2019-05
530272.001188394,182863.006330748,Theft from the person,2019-05
530629.972641769,182480.949945707,Theft from the person,2019-05
530103.96447197,182397.012165406,Theft from the person,2019-05
530244.968741199,182155.037718169,Theft from the person,2019-05
530138.003890942,182227.964629584,Theft from the person,2019-05
530555.967555628,182611.021984173,Theft from the person,2019-05
530492.00378961,182607.041527519,Theft from the person,2019-05
530525.974905619,182351.977146766,Theft from the person,2019-05
530358.021104421,182404.972003311,Theft from the person,2019-05
530278.972377985,182694.044277067,Theft from the person,2019-05
530278.972377985,182694.044277067,Theft from the person,2019-05
530175.992863798,182666.032915345,Theft from the person,2019-05
530141.027854253,182603.04452723,Theft from the person,2019-05
530089.006131905,182729.012480479,Theft from the person,2019-05
529984.984906285,182503.017286602,Theft from the person,2019-05
529984.984906285,182503.017286602,Theft from the person,2019-05
529984.984906285,182503.017286602,Theft from the person,2019-05
530183.979084556,182460.04177021,Theft from the person,2019-05
529744.968577322,181467.019499849,Theft from the person,2019-05
529744.968577322,181467.019499849,Theft from the person,2019-05
529744.968577322,181467.019499849,Theft from the person,2019-05
529962.030928047,181812.960938469,Theft from the person,2019-05
529791.019933367,181756.957329725,Theft from the person,2019-05
529962.030928047,181812.960938469,Theft from the person,2019-05
529653.995603516,181516.997201677,Theft from the person,2019-05
529744.968577322,181467.019499849,Theft from the person,2019-05
529591.994000471,181734.963155979,Theft from the person,2019-05
529591.994000471,181734.963155979,Theft from the person,2019-05
529529.020256205,181767.96419787,Theft from the person,2019-05
529646.01157188,181867.980840373,Theft from the person,2019-05
529529.020256205,181767.96419787,Theft from the person,2019-05
529744.968577322,181467.019499849,Theft from the person,2019-05
529529.020256205,181767.96419787,Theft from the person,2019-05
529591.994000471,181734.963155979,Theft from the person,2019-05
529962.030928047,181812.960938469,Theft from the person,2019-05
529744.968577322,181467.019499849,Theft from the person,2019-05
529529.020256205,181767.96419787,Theft from the person,2019-05
529529.020256205,181767.96419787,Theft from the person,2019-05
529704.009097506,181621.982941643,Theft from the person,2019-05
529962.030928047,181812.960938469,Theft from the person,2019-05
529753.001719209,182074.013775987,Theft from the person,2019-05
529962.030928047,181812.960938469,Theft from the person,2019-05
529806.027094097,181982.007507556,Theft from the person,2019-05
529744.968577322,181467.019499849,Theft from the person,2019-05
529806.027094097,181982.007507556,Theft from the person,2019-05
529649.030316217,181785.045883814,Theft from the person,2019-05
529962.030928047,181812.960938469,Theft from the person,2019-05
529479.029239432,181721.957065458,Theft from the person,2019-05
529604.002473415,181588.051239576,Theft from the person,2019-05
529744.968577322,181467.019499849,Theft from the person,2019-05
529450.030454649,181772.961470431,Theft from the person,2019-05
529126.003934371,182206.035624704,Theft from the person,2019-05
529068.977246657,182049.023090905,Theft from the person,2019-05
529090.974757958,182174.98967286,Theft from the person,2019-05
529410.973022788,181790.994694922,Theft from the person,2019-05
529410.973022788,181790.994694922,Theft from the person,2019-05
529340.985550752,181785.985567078,Theft from the person,2019-05
529173.971015873,182003.954275755,Theft from the person,2019-05
529126.003934371,182206.035624704,Theft from the person,2019-05
529410.973022788,181790.994694922,Theft from the person,2019-05
529190.022643075,182077.025485627,Theft from the person,2019-05
530113.001581769,182242.012716103,Theft from the person,2019-05
530062.973690085,182186.985042139,Theft from the person,2019-05
529821.967572872,182509.976041597,Theft from the person,2019-05
529784.981074045,182352.019951698,Theft from the person,2019-05
530062.973690085,182186.985042139,Theft from the person,2019-05
529697.022588261,182482.97119829,Theft from the person,2019-05
529821.967572872,182509.976041597,Theft from the person,2019-05
529505.010341679,181881.966429764,Theft from the person,2019-05
529277.010823021,182283.985849542,Theft from the person,2019-05
529328.006300008,182124.045056421,Theft from the person,2019-05
529451.012295731,182153.995407155,Theft from the person,2019-05
529277.010823021,182283.985849542,Theft from the person,2019-05
529277.010823021,182283.985849542,Theft from the person,2019-05
529377.0276764,182128.965327739,Theft from the person,2019-05
529328.006300008,182124.045056421,Theft from the person,2019-05
529277.010823021,182283.985849542,Theft from the person,2019-05
529362.022349763,182033.99869108,Theft from the person,2019-05
529432.996954082,182070.969605759,Theft from the person,2019-05
529277.010823021,182283.985849542,Theft from the person,2019-05
529505.010341679,181881.966429764,Theft from the person,2019-05
529362.022349763,182033.99869108,Theft from the person,2019-05
529277.010823021,182283.985849542,Theft from the person,2019-05
529377.0276764,182128.965327739,Theft from the person,2019-05
529451.012295731,182153.995407155,Theft from the person,2019-05
529277.010823021,182283.985849542,Theft from the person,2019-05
530632.017009521,181902.027816024,Theft from the person,2019-05
531479.029681669,181619.977146425,Theft from the person,2019-05
531079.994978749,182082.040011005,Theft from the person,2019-05
531233.00431202,182052.050522946,Theft from the person,2019-05
531503.02672989,181805.986968331,Theft from the person,2019-05
530855.994466371,182024.966577109,Theft from the person,2019-05
530099.990464571,182170.017351507,Theft from the person,2019-05
530362.024701342,181789.046239603,Theft from the person,2019-05
529865.997218195,182204.980068669,Theft from the person,2019-05
529883.985688326,182038.970461964,Theft from the person,2019-05
530233.977569289,181812.023747949,Theft from the person,2019-05
529883.985688326,182038.970461964,Theft from the person,2019-05
530099.990464571,182170.017351507,Theft from the person,2019-05
530160.976085672,181753.958375643,Theft from the person,2019-05
530233.977569289,181812.023747949,Theft from the person,2019-05
530166.018648731,181903.977130121,Theft from the person,2019-05
529883.985688326,182038.970461964,Theft from the person,2019-05
529835.971303321,182144.012080291,Theft from the person,2019-05
529759.965556062,181573.003528002,Theft from the person,2019-05
529814.988559461,181489.950321122,Theft from the person,2019-05
530302.983139488,181747.02698999,Theft from the person,2019-05
529835.971303321,182144.012080291,Theft from the person,2019-05
529979.980063395,181417.943828347,Theft from the person,2019-05
529871.971683787,181390.03375485,Theft from the person,2019-05
529871.971683787,181390.03375485,Theft from the person,2019-05
529883.985688326,182038.970461964,Theft from the person,2019-05
529999.983732795,181555.99315118,Theft from the person,2019-05
530745.969632943,181460.963413481,Theft from the person,2019-05
531095.999380635,181642.016819428,Theft from the person,2019-05
530614.990707548,181467.943690636,Theft from the person,2019-05
531095.999380635,181642.016819428,Theft from the person,2019-05
530679.017722239,181254.046407076,Theft from the person,2019-05
530808.980960147,181631.948912641,Theft from the person,2019-05
530749.963854224,181589.034817855,Theft from the person,2019-05
530217.969246402,181986.985445605,Theft from the person,2019-05
531001.000960366,181958.042432931,Theft from the person,2019-05
530729.001058627,181766.983872037,Theft from the person,2019-05
530430.97208709,181985.995331808,Theft from the person,2019-05
531095.999380635,181642.016819428,Theft from the person,2019-05
530087.030289132,181570.016246641,Theft from the person,2019-05
530186.004917837,181486.979466638,Theft from the person,2019-05
530502.031672732,181486.962885528,Theft from the person,2019-05
530502.031672732,181486.962885528,Theft from the person,2019-05
530534.011286343,181387.968974166,Theft from the person,2019-05
530570.972499639,181286.988967247,Theft from the person,2019-05
530502.031672732,181486.962885528,Theft from the person,2019-05
530087.030289132,181570.016246641,Theft from the person,2019-05
530087.030289132,181570.016246641,Theft from the person,2019-05
530087.030289132,181570.016246641,Theft from the person,2019-05
530447.001205504,181412.997389349,Theft from the person,2019-05
530087.030289132,181570.016246641,Theft from the person,2019-05
530184.024235276,181585.964853506,Theft from the person,2019-05
530087.030289132,181570.016246641,Theft from the person,2019-05
530087.030289132,181570.016246641,Theft from the person,2019-05
530104.029775401,181508.025385923,Theft from the person,2019-05
530087.030289132,181570.016246641,Theft from the person,2019-05
530351.982748812,181282.034473695,Theft from the person,2019-05
530184.024235276,181585.964853506,Theft from the person,2019-05
530502.031672732,181486.962885528,Theft from the person,2019-05
530570.972499639,181286.988967247,Theft from the person,2019-05
530069.014168906,181169.961423661,Theft from the person,2019-05
530054.997108478,181525.01949614,Theft from the person,2019-05
529887.988451212,181379.983167613,Theft from the person,2019-05
529843.989747521,181257.01126725,Theft from the person,2019-05
530069.014168906,181169.961423661,Theft from the person,2019-05
529891.014474439,181152.945723141,Theft from the person,2019-05
529891.014474439,181152.945723141,Theft from the person,2019-05
529887.988451212,181379.983167613,Theft from the person,2019-05
529891.014474439,181152.945723141,Theft from the person,2019-05
529978.002694022,181079.947096077,Theft from the person,2019-05
530179.997711855,181090.013557726,Theft from the person,2019-05
529891.014474439,181152.945723141,Theft from the person,2019-05
530054.997757278,181232.02873799,Theft from the person,2019-05
529886.007230752,181232.046406891,Theft from the person,2019-05
529886.007230752,181232.046406891,Theft from the person,2019-05
529854.005751458,181345.954336401,Theft from the person,2019-05
530054.997757278,181232.02873799,Theft from the person,2019-05
530179.997711855,181090.013557726,Theft from the person,2019-05
529891.014474439,181152.945723141,Theft from the person,2019-05
529978.002694022,181079.947096077,Theft from the person,2019-05
529887.988451212,181379.983167613,Theft from the person,2019-05
529910.964819318,181152.009096769,Theft from the person,2019-05
530179.997711855,181090.013557726,Theft from the person,2019-05
529978.002694022,181079.947096077,Theft from the person,2019-05
530179.997711855,181090.013557726,Theft from the person,2019-05
530179.997711855,181090.013557726,Theft from the person,2019-05
530082.993143805,181405.001188506,Theft from the person,2019-05
530074.02888034,181087.967813366,Theft from the person,2019-05
529978.002694022,181079.947096077,Theft from the person,2019-05
529887.988451212,181379.983167613,Theft from the person,2019-05
529886.007230752,181232.046406891,Theft from the person,2019-05
529891.014474439,181152.945723141,Theft from the person,2019-05
529980.996838849,181009.029414045,Theft from the person,2019-05
529891.014474439,181152.945723141,Theft from the person,2019-05
530008.981934804,181377.95861212,Theft from the person,2019-05
529980.996838849,181009.029414045,Theft from the person,2019-05
529929.978365862,181299.046024424,Theft from the person,2019-05
531322.969701115,182078.967627707,Theft from the person,2019-05
530990.962632794,182280.042971946,Theft from the person,2019-05
529809.006497036,181417.022865684,Theft from the person,2019-05
529809.006497036,181417.022865684,Theft from the person,2019-05
529809.006497036,181417.022865684,Theft from the person,2019-05
529809.006497036,181417.022865684,Theft from the person,2019-05
529809.006497036,181417.022865684,Theft from the person,2019-05
525156.999177982,183975.969789983,Theft from the person,2019-02
525156.999177982,183975.969789983,Theft from the person,2019-02
525156.999177982,183975.969789983,Theft from the person,2019-02
526664.010490867,186009.041853837,Theft from the person,2019-02
529031.020923914,185581.960564977,Theft from the person,2019-02
528901.024438741,185327.951694945,Theft from the person,2019-02
529079.968629675,185373.004410616,Theft from the person,2019-02
528979.968871944,185125.988175627,Theft from the person,2019-02
528802.993166165,185505.952518944,Theft from the person,2019-02
525496.022336863,185368.017314718,Theft from the person,2019-02
528011.974386418,185550.032015733,Theft from the person,2019-02
528492.980924724,185221.016923303,Theft from the person,2019-02
528983.998490023,184921.008650224,Theft from the person,2019-02
528601.020426158,184937.997098826,Theft from the person,2019-02
528983.998490023,184921.008650224,Theft from the person,2019-02
528936.004294362,184792.044328055,Theft from the person,2019-02
528926.006090766,184653.029158056,Theft from the person,2019-02
528936.004294362,184792.044328055,Theft from the person,2019-02
526639.021237175,184464.045131923,Theft from the person,2019-02
526471.027321218,184553.994771819,Theft from the person,2019-02
527296.974797857,185409.977953071,Theft from the person,2019-02
527296.974797857,185409.977953071,Theft from the person,2019-02
527296.974797857,185409.977953071,Theft from the person,2019-02
529069.97870287,184429.016907682,Theft from the person,2019-02
529022.006907303,184915.965747428,Theft from the person,2019-02
529500.984320473,185441.03774009,Theft from the person,2019-02
529500.984320473,185441.03774009,Theft from the person,2019-02
529716.971378605,185056.973666335,Theft from the person,2019-02
526296.00260093,184726.006054381,Theft from the person,2019-02
526081.96968205,184929.990805681,Theft from the person,2019-02
526081.96968205,184929.990805681,Theft from the person,2019-02
526195.006525284,184795.043154024,Theft from the person,2019-02
525528.011849872,184800.981978295,Theft from the person,2019-02
525528.011849872,184800.981978295,Theft from the person,2019-02
527071.03195988,184650.987742974,Theft from the person,2019-02
527890.977419496,184656.000954208,Theft from the person,2019-02
528344.994711512,184348.989557694,Theft from the person,2019-02
528344.994711512,184348.989557694,Theft from the person,2019-02
528434.970504592,184313.987764736,Theft from the person,2019-02
528566.969972742,184290.956581863,Theft from the person,2019-02
528247.012378408,184505.970977032,Theft from the person,2019-02
528292.024841813,184621.944581258,Theft from the person,2019-02
524529.006904254,184911.014695297,Theft from the person,2019-02
525189.999712174,184008.050949058,Theft from the person,2019-02
527538.991667756,184654.044178812,Theft from the person,2019-02
527722.023144108,184378.010813646,Theft from the person,2019-02
529540.965641236,184592.015842818,Theft from the person,2019-02
529553.99972593,184431.99895371,Theft from the person,2019-02
529540.965641236,184592.015842818,Theft from the person,2019-02
529553.99972593,184431.99895371,Theft from the person,2019-02
529862.982053127,184757.032733397,Theft from the person,2019-02
529746.981355666,184727.026058173,Theft from the person,2019-02
525982.987940859,184647.01280361,Theft from the person,2019-02
525973.982896402,184145.948069791,Theft from the person,2019-02
526716.005443743,184228.952591069,Theft from the person,2019-02
526840.011715873,184145.032900093,Theft from the person,2019-02
526840.011715873,184145.032900093,Theft from the person,2019-02
528524.024691714,184224.995530569,Theft from the person,2019-02
528000.981908707,184228.027553104,Theft from the person,2019-02
528675.016923794,183992.025576008,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
528627.031049209,183557.947681284,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
528649.978254319,184123.030169149,Theft from the person,2019-02
529030.966728662,184325.98503778,Theft from the person,2019-02
528983.986440837,184176.015187997,Theft from the person,2019-02
529031.989402498,184040.031652677,Theft from the person,2019-02
529031.989402498,184040.031652677,Theft from the person,2019-02
528988.991491626,183836.97325467,Theft from the person,2019-02
528988.991491626,183836.97325467,Theft from the person,2019-02
528996.00763707,183792.974958451,Theft from the person,2019-02
528996.00763707,183792.974958451,Theft from the person,2019-02
529547.9901643,183645.0097269,Theft from the person,2019-02
529736.988659257,183678.98955861,Theft from the person,2019-02
529670.994410214,183861.02136195,Theft from the person,2019-02
525411.979323713,183692.952370365,Theft from the person,2019-02
525411.979323713,183692.952370365,Theft from the person,2019-02
525672.989805276,183873.992771215,Theft from the person,2019-02
525292.008880776,183867.025483093,Theft from the person,2019-02
525292.008880776,183867.025483093,Theft from the person,2019-02
525784.983179825,183902.024925364,Theft from the person,2019-02
525784.983179825,183902.024925364,Theft from the person,2019-02
528884.003245111,183773.995723747,Theft from the person,2019-02
528882.974826501,183942.997597161,Theft from the person,2019-02
528678.023060459,184138.985659973,Theft from the person,2019-02
528789.006665158,184041.985400692,Theft from the person,2019-02
528882.974826501,183942.997597161,Theft from the person,2019-02
528882.974826501,183942.997597161,Theft from the person,2019-02
528882.974826501,183942.997597161,Theft from the person,2019-02
528882.974826501,183942.997597161,Theft from the person,2019-02
528882.974826501,183942.997597161,Theft from the person,2019-02
528953.017187961,183890.028295427,Theft from the person,2019-02
528953.017187961,183890.028295427,Theft from the person,2019-02
528953.017187961,183890.028295427,Theft from the person,2019-02
528820.008923923,184017.957404785,Theft from the person,2019-02
528884.003245111,183773.995723747,Theft from the person,2019-02
528882.974826501,183942.997597161,Theft from the person,2019-02
528953.017187961,183890.028295427,Theft from the person,2019-02
528882.974826501,183942.997597161,Theft from the person,2019-02
528953.017187961,183890.028295427,Theft from the person,2019-02
528884.003245111,183773.995723747,Theft from the person,2019-02
528958.023976638,183681.958288949,Theft from the person,2019-02
528953.017187961,183890.028295427,Theft from the person,2019-02
528849.993482055,184044.979363932,Theft from the person,2019-02
528789.006665158,184041.985400692,Theft from the person,2019-02
528882.974826501,183942.997597161,Theft from the person,2019-02
528882.974826501,183942.997597161,Theft from the person,2019-02
528914.021506188,182315.043203664,Theft from the person,2019-02
528948.9644862,182385.032208472,Theft from the person,2019-02
529247.015923983,182327.955517745,Theft from the person,2019-02
529185.987238855,183420.02277349,Theft from the person,2019-02
529185.987238855,183420.02277349,Theft from the person,2019-02
529185.987238855,183420.02277349,Theft from the person,2019-02
529185.987238855,183420.02277349,Theft from the person,2019-02
529243.00434409,183432.044804629,Theft from the person,2019-02
529185.987238855,183420.02277349,Theft from the person,2019-02
529088.986523763,183563.995192104,Theft from the person,2019-02
529185.987238855,183420.02277349,Theft from the person,2019-02
529243.00434409,183432.044804629,Theft from the person,2019-02
528943.980372536,183437.017391873,Theft from the person,2019-02
528623.013756651,183385.035049004,Theft from the person,2019-02
529663.974399526,183336.952407751,Theft from the person,2019-02
530192.005609316,182961.994527883,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530192.005609316,182961.994527883,Theft from the person,2019-02
530192.005609316,182961.994527883,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
530252.028076184,182930.039149411,Theft from the person,2019-02
529502.992848749,183188.964411299,Theft from the person,2019-02
529387.023664961,182990.051253838,Theft from the person,2019-02
529708.989434865,182683.017758807,Theft from the person,2019-02
529349.027755755,182577.028264189,Theft from the person,2019-02
529445.999664257,182476.011799465,Theft from the person,2019-02
529445.999664257,182476.011799465,Theft from the person,2019-02
529587.030976902,182734.986576761,Theft from the person,2019-02
529587.030976902,182734.986576761,Theft from the person,2019-02
529049.992769029,182452.026374671,Theft from the person,2019-02
529419.976304796,182532.989706703,Theft from the person,2019-02
529587.030976902,182734.986576761,Theft from the person,2019-02
529587.030976902,182734.986576761,Theft from the person,2019-02
529501.003716691,182581.011836174,Theft from the person,2019-02
530709.027729541,182295.036368706,Theft from the person,2019-02
530709.027729541,182295.036368706,Theft from the person,2019-02
530664.978445148,182391.048113453,Theft from the person,2019-02
530664.978445148,182391.048113453,Theft from the person,2019-02
530709.027729541,182295.036368706,Theft from the person,2019-02
530706.024307229,182695.000688923,Theft from the person,2019-02
530595.028073206,182932.949455085,Theft from the person,2019-02
530355.025208384,182967.956409713,Theft from the person,2019-02
530272.001188394,182863.006330748,Theft from the person,2019-02
530272.001188394,182863.006330748,Theft from the person,2019-02
530272.001188394,182863.006330748,Theft from the person,2019-02
530453.025679528,182640.981308232,Theft from the person,2019-02
530272.001188394,182863.006330748,Theft from the person,2019-02
530272.001188394,182863.006330748,Theft from the person,2019-02
530103.96447197,182397.012165406,Theft from the person,2019-02
530238.974291065,182220.982415983,Theft from the person,2019-02
530255.017472408,182291.05299216,Theft from the person,2019-02
530189.993664094,182395.989241638,Theft from the person,2019-02
530467.014072544,182199.014573705,Theft from the person,2019-02
530368.018469198,182202.036998837,Theft from the person,2019-02
530525.974905619,182351.977146766,Theft from the person,2019-02
530316.025163751,182405.007245154,Theft from the person,2019-02
530216.996372521,182710.036779895,Theft from the person,2019-02
530216.996372521,182710.036779895,Theft from the person,2019-02
530111.026709521,182684.95454977,Theft from the person,2019-02
530175.99934392,182635.988355232,Theft from the person,2019-02
530005.011677735,182365.991963036,Theft from the person,2019-02
530183.979084556,182460.04177021,Theft from the person,2019-02
530183.979084556,182460.04177021,Theft from the person,2019-02
529591.994000471,181734.963155979,Theft from the person,2019-02
529799.016147438,181693.956695153,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529744.968577322,181467.019499849,Theft from the person,2019-02
529806.027094097,181982.007507556,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529791.019933367,181756.957329725,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529744.968577322,181467.019499849,Theft from the person,2019-02
529738.02060539,182010.982652147,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529744.968577322,181467.019499849,Theft from the person,2019-02
529738.02060539,182010.982652147,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529591.994000471,181734.963155979,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529791.019933367,181756.957329725,Theft from the person,2019-02
529552.030091034,181518.958784543,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529744.968577322,181467.019499849,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529649.030316217,181785.045883814,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529962.030928047,181812.960938469,Theft from the person,2019-02
529791.019933367,181756.957329725,Theft from the person,2019-02
529646.01157188,181867.980840373,Theft from the person,2019-02
529126.003934371,182206.035624704,Theft from the person,2019-02
529090.974757958,182174.98967286,Theft from the person,2019-02
529150.029561411,181918.99863055,Theft from the person,2019-02
529421.008911373,181734.944716008,Theft from the person,2019-02
529450.030454649,181772.961470431,Theft from the person,2019-02
529090.974757958,182174.98967286,Theft from the person,2019-02
529784.981074045,182352.019951698,Theft from the person,2019-02
530071.031299796,182222.020910094,Theft from the person,2019-02
529765.006665075,182508.965700607,Theft from the person,2019-02
530071.031299796,182222.020910094,Theft from the person,2019-02
529855.967788358,182266.036983145,Theft from the person,2019-02
