X,Y,Crime_type,Month
529199.987091185,182665.037775089,Theft from the person,2019-03
530709.027729541,182295.036368706,Theft from the person,2019-03
530664.978445148,182391.048113453,Theft from the person,2019-03
530355.025208384,182967.956409713,Theft from the person,2019-03
530683.977698277,182747.957765537,Theft from the person,2019-03
530595.028073206,182932.949455085,Theft from the person,2019-03
530568.026368595,182951.951290956,Theft from the person,2019-03
530355.025208384,182967.956409713,Theft from the person,2019-03
530355.025208384,182967.956409713,Theft from the person,2019-03
530272.001188394,182863.006330748,Theft from the person,2019-03
530272.001188394,182863.006330748,Theft from the person,2019-03
530368.013512578,182808.050926329,Theft from the person,2019-03
530378.019933744,182666.986028526,Theft from the person,2019-03
530312.000154626,182891.962925995,Theft from the person,2019-03
530312.000154626,182891.962925995,Theft from the person,2019-03
530312.000154626,182891.962925995,Theft from the person,2019-03
530381.974550958,182877.957406164,Theft from the person,2019-03
530272.001188394,182863.006330748,Theft from the person,2019-03
530244.968741199,182155.037718169,Theft from the person,2019-03
530238.974291065,182220.982415983,Theft from the person,2019-03
530138.003890942,182227.964629584,Theft from the person,2019-03
530103.96447197,182397.012165406,Theft from the person,2019-03
530266.988449643,182546.962764564,Theft from the person,2019-03
530216.996372521,182710.036779895,Theft from the person,2019-03
530175.992863798,182666.032915345,Theft from the person,2019-03
529939.022871427,182612.005120588,Theft from the person,2019-03
530111.026709521,182684.95454977,Theft from the person,2019-03
530089.006131905,182729.012480479,Theft from the person,2019-03
529939.022871427,182612.005120588,Theft from the person,2019-03
529962.030928047,181812.960938469,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529653.995603516,181516.997201677,Theft from the person,2019-03
529529.020256205,181767.96419787,Theft from the person,2019-03
529658.974537224,181846.946619013,Theft from the person,2019-03
529649.030316217,181785.045883814,Theft from the person,2019-03
529962.030928047,181812.960938469,Theft from the person,2019-03
529591.994000471,181734.963155979,Theft from the person,2019-03
529649.030316217,181785.045883814,Theft from the person,2019-03
529649.030316217,181785.045883814,Theft from the person,2019-03
529704.009097506,181621.982941643,Theft from the person,2019-03
529529.020256205,181767.96419787,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529704.009097506,181621.982941643,Theft from the person,2019-03
529962.030928047,181812.960938469,Theft from the person,2019-03
529962.030928047,181812.960938469,Theft from the person,2019-03
529962.030928047,181812.960938469,Theft from the person,2019-03
529592.021896698,182006.032398079,Theft from the person,2019-03
529962.030928047,181812.960938469,Theft from the person,2019-03
529529.020256205,181767.96419787,Theft from the person,2019-03
529572.021455181,182068.949642818,Theft from the person,2019-03
529552.030091034,181518.958784543,Theft from the person,2019-03
529653.995603516,181516.997201677,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529791.019933367,181756.957329725,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529962.030928047,181812.960938469,Theft from the person,2019-03
529649.030316217,181785.045883814,Theft from the person,2019-03
529552.030091034,181518.958784543,Theft from the person,2019-03
529529.020256205,181767.96419787,Theft from the person,2019-03
529653.995603516,181516.997201677,Theft from the person,2019-03
529649.980672948,181959.996215368,Theft from the person,2019-03
529704.009097506,181621.982941643,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529962.030928047,181812.960938469,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529552.030091034,181518.958784543,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529604.002473415,181588.051239576,Theft from the person,2019-03
529744.968577322,181467.019499849,Theft from the person,2019-03
529704.009097506,181621.982941643,Theft from the person,2019-03
529529.020256205,181767.96419787,Theft from the person,2019-03
529231.019223974,181938.973439915,Theft from the person,2019-03
529173.971015873,182003.954275755,Theft from the person,2019-03
529173.971015873,182003.954275755,Theft from the person,2019-03
529370.974184562,181706.964276541,Theft from the person,2019-03
529126.003934371,182206.035624704,Theft from the person,2019-03
529927.994936011,182362.018546439,Theft from the person,2019-03
529812.96473069,182338.046493795,Theft from the person,2019-03
530113.001581769,182242.012716103,Theft from the person,2019-03
529732.969965547,182447.946897811,Theft from the person,2019-03
529697.022588261,182482.97119829,Theft from the person,2019-03
529821.967572872,182509.976041597,Theft from the person,2019-03
530071.031299796,182222.020910094,Theft from the person,2019-03
529784.981074045,182352.019951698,Theft from the person,2019-03
529768.023906272,182437.04697698,Theft from the person,2019-03
529821.967572872,182509.976041597,Theft from the person,2019-03
530062.973690085,182186.985042139,Theft from the person,2019-03
529432.996954082,182070.969605759,Theft from the person,2019-03
529505.010341679,181881.966429764,Theft from the person,2019-03
529328.006300008,182124.045056421,Theft from the person,2019-03
529555.980807392,181884.044840191,Theft from the person,2019-03
529451.012295731,182153.995407155,Theft from the person,2019-03
529346.001864233,182286.966044317,Theft from the person,2019-03
529328.006300008,182124.045056421,Theft from the person,2019-03
529212.012839387,182154.031190717,Theft from the person,2019-03
529432.996954082,182070.969605759,Theft from the person,2019-03
529277.010823021,182283.985849542,Theft from the person,2019-03
529362.022349763,182033.99869108,Theft from the person,2019-03
529339.016844024,182305.037451656,Theft from the person,2019-03
529505.010341679,181881.966429764,Theft from the person,2019-03
529247.981196959,182169.968381837,Theft from the person,2019-03
529432.996954082,182070.969605759,Theft from the person,2019-03
529594.983153984,181860.00242185,Theft from the person,2019-03
529739.025676825,182218.983650415,Theft from the person,2019-03
529277.010823021,182283.985849542,Theft from the person,2019-03
529328.006300008,182124.045056421,Theft from the person,2019-03
529456.011113886,182015.027788331,Theft from the person,2019-03
529641.994479178,182058.049265257,Theft from the person,2019-03
529277.010823021,182283.985849542,Theft from the person,2019-03
529328.006300008,182124.045056421,Theft from the person,2019-03
529451.012295731,182153.995407155,Theft from the person,2019-03
529277.010823021,182283.985849542,Theft from the person,2019-03
529328.006300008,182124.045056421,Theft from the person,2019-03
529432.996954082,182070.969605759,Theft from the person,2019-03
529432.996954082,182070.969605759,Theft from the person,2019-03
529456.011113886,182015.027788331,Theft from the person,2019-03
529328.006300008,182124.045056421,Theft from the person,2019-03
530750.026364282,181940.00444878,Theft from the person,2019-03
530446.965019624,181911.961713518,Theft from the person,2019-03
530551.010505598,182026.022447141,Theft from the person,2019-03
531371.020223223,181963.034475239,Theft from the person,2019-03
531427.966667754,181980.976420322,Theft from the person,2019-03
531250.976640497,181883.038997973,Theft from the person,2019-03
530858.980034343,182121.9659843,Theft from the person,2019-03
530622.981500665,181924.050910274,Theft from the person,2019-03
530858.980034343,182121.9659843,Theft from the person,2019-03
530768.989694031,182184.968501684,Theft from the person,2019-03
530942.976060004,182024.982157147,Theft from the person,2019-03
530688.979478301,182022.002854655,Theft from the person,2019-03
530015.001261798,181471.028394383,Theft from the person,2019-03
530099.990464571,182170.017351507,Theft from the person,2019-03
529913.974751063,181705.017909961,Theft from the person,2019-03
530233.977569289,181812.023747949,Theft from the person,2019-03
529861.021295845,181554.999123971,Theft from the person,2019-03
529814.988559461,181489.950321122,Theft from the person,2019-03
530166.018648731,181903.977130121,Theft from the person,2019-03
529883.004045333,181947.03108551,Theft from the person,2019-03
530009.978305581,182057.994369878,Theft from the person,2019-03
530009.978305581,182057.994369878,Theft from the person,2019-03
530099.990464571,182170.017351507,Theft from the person,2019-03
530166.018648731,181903.977130121,Theft from the person,2019-03
530160.976085672,181753.958375643,Theft from the person,2019-03
529865.997218195,182204.980068669,Theft from the person,2019-03
529861.021295845,181554.999123971,Theft from the person,2019-03
530166.018648731,181903.977130121,Theft from the person,2019-03
530380.022670854,182158.947093882,Theft from the person,2019-03
529871.971683787,181390.03375485,Theft from the person,2019-03
530197.012513476,182160.039952674,Theft from the person,2019-03
530197.012513476,182160.039952674,Theft from the person,2019-03
529759.965556062,181573.003528002,Theft from the person,2019-03
529913.974751063,181705.017909961,Theft from the person,2019-03
530233.977569289,181812.023747949,Theft from the person,2019-03
529871.971683787,181390.03375485,Theft from the person,2019-03
530009.978305581,182057.994369878,Theft from the person,2019-03
529814.988559461,181489.950321122,Theft from the person,2019-03
530099.990464571,182170.017351507,Theft from the person,2019-03
530099.990464571,182170.017351507,Theft from the person,2019-03
529979.980063395,181417.943828347,Theft from the person,2019-03
530015.001261798,181471.028394383,Theft from the person,2019-03
530009.978305581,182057.994369878,Theft from the person,2019-03
530009.978305581,182057.994369878,Theft from the person,2019-03
530166.018648731,181903.977130121,Theft from the person,2019-03
530197.012513476,182160.039952674,Theft from the person,2019-03
530099.990464571,182170.017351507,Theft from the person,2019-03
530009.978305581,182057.994369878,Theft from the person,2019-03
530099.990464571,182170.017351507,Theft from the person,2019-03
530166.018648731,181903.977130121,Theft from the person,2019-03
530197.012513476,182160.039952674,Theft from the person,2019-03
529759.965556062,181573.003528002,Theft from the person,2019-03
530415.001067471,181566.96197022,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530602.003140663,181559.969716148,Theft from the person,2019-03
530614.990707548,181467.943690636,Theft from the person,2019-03
530750.012919944,181489.999486725,Theft from the person,2019-03
530807.019831358,181789.021770832,Theft from the person,2019-03
530764.003496013,181877.047472813,Theft from the person,2019-03
530888.024404875,181652.011367155,Theft from the person,2019-03
530739.997142844,181711.96209166,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530312.003753124,181868.995073748,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530542.977674683,181592.948758559,Theft from the person,2019-03
530808.980960147,181631.948912641,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530602.003140663,181559.969716148,Theft from the person,2019-03
531050.977832099,181707.955672681,Theft from the person,2019-03
530606.969871215,181860.990316562,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530309.992873818,181646.946458101,Theft from the person,2019-03
530729.001058627,181766.983872037,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
531095.999380635,181642.016819428,Theft from the person,2019-03
530437.996611271,181807.019938983,Theft from the person,2019-03
530217.969246402,181986.985445605,Theft from the person,2019-03
530180.969156498,181417.970275297,Theft from the person,2019-03
530502.031672732,181486.962885528,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530252.978528445,181477.01176682,Theft from the person,2019-03
530318.020603126,181407.017283415,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530502.031672732,181486.962885528,Theft from the person,2019-03
530502.031672732,181486.962885528,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530186.004917837,181486.979466638,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530318.020603126,181407.017283415,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530502.031672732,181486.962885528,Theft from the person,2019-03
530184.024235276,181585.964853506,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530252.978528445,181477.01176682,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530318.020603126,181407.017283415,Theft from the person,2019-03
530087.030289132,181570.016246641,Theft from the person,2019-03
530502.031672732,181486.962885528,Theft from the person,2019-03
530502.031672732,181486.962885528,Theft from the person,2019-03
530488.031244569,181313.011519612,Theft from the person,2019-03
529843.989747521,181257.01126725,Theft from the person,2019-03
530054.997108478,181525.01949614,Theft from the person,2019-03
529843.989747521,181257.01126725,Theft from the person,2019-03
530178.975265898,181176.004078272,Theft from the person,2019-03
529978.002694022,181079.947096077,Theft from the person,2019-03
529843.989747521,181257.01126725,Theft from the person,2019-03
529980.996838849,181009.029414045,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
530054.997757278,181232.02873799,Theft from the person,2019-03
529843.989747521,181257.01126725,Theft from the person,2019-03
529887.988451212,181379.983167613,Theft from the person,2019-03
530108.020076219,181062.020328615,Theft from the person,2019-03
530179.997711855,181090.013557726,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529980.996838849,181009.029414045,Theft from the person,2019-03
529891.014474439,181152.945723141,Theft from the person,2019-03
529891.014474439,181152.945723141,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529886.007230752,181232.046406891,Theft from the person,2019-03
529891.014474439,181152.945723141,Theft from the person,2019-03
529891.014474439,181152.945723141,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529978.002694022,181079.947096077,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529843.989747521,181257.01126725,Theft from the person,2019-03
529887.988451212,181379.983167613,Theft from the person,2019-03
530152.000122488,181087.961128407,Theft from the person,2019-03
530119.991140773,181370.006158911,Theft from the person,2019-03
530054.997757278,181232.02873799,Theft from the person,2019-03
530119.991140773,181370.006158911,Theft from the person,2019-03
529887.988451212,181379.983167613,Theft from the person,2019-03
530054.997757278,181232.02873799,Theft from the person,2019-03
529891.014474439,181152.945723141,Theft from the person,2019-03
530119.991140773,181370.006158911,Theft from the person,2019-03
529843.989747521,181257.01126725,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529843.989747521,181257.01126725,Theft from the person,2019-03
529843.989747521,181257.01126725,Theft from the person,2019-03
529980.996838849,181009.029414045,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
530180.029621756,181226.995717363,Theft from the person,2019-03
530069.014168906,181169.961423661,Theft from the person,2019-03
529891.014474439,181152.945723141,Theft from the person,2019-03
530003.014764636,180987.003512466,Theft from the person,2019-03
530056.028476782,181085.949251968,Theft from the person,2019-03
529891.014474439,181152.945723141,Theft from the person,2019-03
530179.997711855,181090.013557726,Theft from the person,2019-03
529854.005751458,181345.954336401,Theft from the person,2019-03
530069.014168906,181169.961423661,Theft from the person,2019-03
529980.996838849,181009.029414045,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529898.025043783,181258.948609603,Theft from the person,2019-03
529978.002694022,181079.947096077,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
530146.021934877,181381.021499212,Theft from the person,2019-03
529886.007230752,181232.046406891,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529886.007230752,181232.046406891,Theft from the person,2019-03
529854.005751458,181345.954336401,Theft from the person,2019-03
530119.991140773,181370.006158911,Theft from the person,2019-03
530069.014168906,181169.961423661,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529843.989747521,181257.01126725,Theft from the person,2019-03
529910.964819318,181152.009096769,Theft from the person,2019-03
529843.989747521,181257.01126725,Theft from the person,2019-03
529886.007230752,181232.046406891,Theft from the person,2019-03
529978.002694022,181079.947096077,Theft from the person,2019-03
530180.029621756,181226.995717363,Theft from the person,2019-03
529886.007230752,181232.046406891,Theft from the person,2019-03
531028.971058468,181611.021919904,Theft from the person,2019-03
531416.028983562,181580.958007645,Theft from the person,2019-03
531028.971058468,181611.021919904,Theft from the person,2019-03
530002.973418314,184643.997884148,Theft from the person,2019-03
529809.006497036,181417.022865684,Theft from the person,2019-03
529809.006497036,181417.022865684,Theft from the person,2019-03
529809.006497036,181417.022865684,Theft from the person,2019-03
529809.006497036,181417.022865684,Theft from the person,2019-03
529809.006497036,181417.022865684,Theft from the person,2019-03
529809.006497036,181417.022865684,Theft from the person,2019-03
529809.006497036,181417.022865684,Theft from the person,2019-03
529809.006497036,181417.022865684,Theft from the person,2019-03
529809.006497036,181417.022865684,Theft from the person,2019-03
528876.98743836,186479.050084929,Theft from the person,2019-04
528794.986577428,186621.960612596,Theft from the person,2019-04
528477.006070757,186534.001370232,Theft from the person,2019-04
526377.004829019,185693.990308887,Theft from the person,2019-04
526480.028218433,185710.021226848,Theft from the person,2019-04
528750.994091113,185904.002791394,Theft from the person,2019-04
528865.01413293,186316.950190681,Theft from the person,2019-04
528901.024438741,185327.951694945,Theft from the person,2019-04
528901.024438741,185327.951694945,Theft from the person,2019-04
528901.024438741,185327.951694945,Theft from the person,2019-04
528848.973023449,185541.949168239,Theft from the person,2019-04
529112.972875926,185938.01522565,Theft from the person,2019-04
528979.968871944,185125.988175627,Theft from the person,2019-04
525117.001399228,185589.99522913,Theft from the person,2019-04
525323.991567146,185469.030496012,Theft from the person,2019-04
525343.996693498,185613.956904608,Theft from the person,2019-04
528261.029447611,185625.979178988,Theft from the person,2019-04
527338.011869728,185612.971148703,Theft from the person,2019-04
528488.004522609,184885.951076981,Theft from the person,2019-04
528339.015937111,185137.002817926,Theft from the person,2019-04
528936.004294362,184792.044328055,Theft from the person,2019-04
528649.008083396,184634.98514798,Theft from the person,2019-04
529069.97870287,184429.016907682,Theft from the person,2019-04
529716.971378605,185056.973666335,Theft from the person,2019-04
529693.031703934,184953.98724372,Theft from the person,2019-04
528310.015458739,184417.986314746,Theft from the person,2019-04
528344.994711512,184348.989557694,Theft from the person,2019-04
528344.994711512,184348.989557694,Theft from the person,2019-04
525189.999712174,184008.050949058,Theft from the person,2019-04
527507.993001926,184589.950110169,Theft from the person,2019-04
